nombre,genero,anio_nacimiento,anio_muerte,ocupacion,ciudadania,numero_lectores
Joaquim Humberto Pinzon Guiza,Male,1969,0,priest,Colombia,296
Paula Andrea Perez,Female,1996,0,player,Colombia,3625
Maria Paulina Perez,Female,1996,0,player,Colombia,3627
Luciano Romero,Male,1959,2005,trade union,Colombia,2160
Nubia Munoz,Female,1940,0,epidemiologist,Colombia,553
Hansel Camacho,Male,1956,0,actor,Colombia,26468
Monica Rodriguez (presentadora),Female,1973,0,journalist,Colombia,131081
Oscar Rivera,Male,1989,0,sport,Colombia,1022
Silvio Angel,Male,1942,0,actor,Colombia,22724
Jhonathan Florez,Male,1983,2015,jumper,Colombia,46237
Hector Martignon,Male,1959,0,pianist,Colombia,5515
Honorio Alarcon,Male,1859,1920,pianist,Colombia,1058
Humberto Sierra,Male,1960,0,football,Colombia,10131
Rafael Valek,Male,1932,2013,football,Colombia,3875
Enrique Carriazo,Male,1967,0,actor,Colombia,121265
Javier Pereira (supercentenarian),Male,1789,1958,unknown,Colombia,13787
Jesus Hector Gallego Herrera,Male,0,1971,priest,Colombia - Panama,3593
Luis Enrique Rueda Otero,Male,1910,1974,dentist,Colombia,2236
Julio Franco Arango,Male,1914,1980,priest,Colombia,2015
Marco Antonio Serna Diaz,Male,1936,1991,ornithologist,Colombia,1704
Jimmy Garcia,Male,1971,1995,boxer,Colombia,32376
Guzman Quintero Torres,Male,1958,1999,journalist,Colombia,1058
Miguel Arroyave,Male,1954,2004,militar,Colombia,14703
Patricio Samper Gnecco,Male,1930,2006,politician,Colombia,3622
Jose Antonio Ricaurte y Rigueiro,Male,1748,1804,lawyer,Colombia,290
Pedro Restrepo Uribe,Male,0,1923,politician,Colombia,677
Jorge Enrique Lozano Zafra,Male,1938,0,priest,Colombia,2155
Agustin Julio,Male,1974,0,football,Colombia,33890
Jennifer Padilla,Female,1990,0,athletic,Colombia,3655
Henry Higgins (bullfighter),Male,1944,1978,matador,Colombia,14877
Henry von Prahl,Male,1948,1989,entomologist,Colombia,909
Jose del Carmen,Male,1917,1995,fencer,Colombia,1034
Alfonso Davila Ortiz,Male,1922,2015,engineer,Colombia,5581
Jose Ignacio Papi Tovar,Male,1922,0,songwriter,Colombia,1161
Emilio Echeverry,Male,1929,2015,fencer,Colombia,1257
Myles Frechette,Male,1936,2017,diplomat,Colombia,14076
Ilse Guggenberger,Female,1942,0,chess,Colombia,3586
Manuel Ramirez Gomez,Male,1942,0,economist,Colombia,961
Rafael Moure-Eraso,Male,1946,0,chief executive,US - Colombia,7685
Hermano Niceforo Maria,Male,1888,1980,naturalist,France - Colombia,1186
Hernan Giraldo Jaramillo,Male,1936,0,priest,Colombia,673
Hernan Dario Munoz,Male,1973,0,sport,Colombia,4352
Hernan Buenahora,Male,1967,0,sport,Colombia,19428
Carlos Alfredo Urrutia Valenzuela,Male,1949,0,ambassador,Colombia,4121
Adolfo Echeverria,Male,1934,2018,composer,Colombia,24010
Agmeth Escaf,Male,1973,0,actor,Colombia,66185
Jorge Daniel Castro,Male,1950,0,police,Colombia,6821
Alan Ferney Navarro,Male,1989,0,football,Colombia,4994
Santiago Alba Rocha,Male,1956,0,writer,Colombia,776
Alberto Barros,Male,1957,0,music,Colombia,115707
Alberto Valdiri,Male,1959,2014,actor,Colombia,78410
Alberto Wills Ferro,Male,1906,1968,architect,Colombia,3967
Alejandro Lopez,Male,1967,0,actor,Colombia,77921
Alexis Perez,Male,1994,0,football,Colombia,39272
Luis Fernando De Angulo,Male,1952,0,engineer,Colombia,1357
Cristian Arango,Male,1995,0,football,Colombia,86812
Adolfo Andrade,Male,1950,0,football,Colombia,4079
Cristina Amaya,Female,1988,0,player,Colombia,1832
Edgar Francisco Jimenez,Male,1951,0,painter,Colombia,1190
Juan Arbelaez,Male,1990,0,football,Colombia,5122
Hugo Jamioy Juagibioy,Male,1971,0,poet,Colombia,3357
Oscar Arce,Male,1990,0,football,Colombia,3519
Luis Guillermo Perez,Male,1961,0,lawyer,Colombia,1977
Daniel Arcila,Male,1993,0,football,Colombia,1001
Michael Bustamante,Male,1989,0,football,Colombia,7593
Bernardo Baloyes,Male,1994,0,athletic,Colombia,6987
Mark W. Rocha,Male,1953,0,professor,Colombia,5988
Adriana Ocampo,Female,1955,0,astronomer,Colombia,90065
Helmut Levy,Male,1959,0,swimmer,Colombia,1494
Maria Teresa Ronderos,Female,1959,0,journalist,Colombia,4576
Manuel Octavio Bermudez,Male,1961,0,killer,Colombia,90731
Willie Molano,Male,1961,0,football,Colombia,1850
Francisco Soto,Male,1789,1846,politician,Colombia,314
Monika Bravo,Female,1964,0,painter,Colombia,3443
Jorge Otalvaro,Male,1964,0,sport,Colombia,4111
Hector Castano,Male,1965,0,sport,Colombia,1530
Eduardo Herrera (golfer),Male,1965,0,golf,Colombia,891
Luis Espinosa,Male,1967,0,sport,Colombia,4859
Jorge Alfaro,Male,1993,0,baseball,Colombia,80784
Jair Bernal,Male,1968,0,sport,Colombia,1482
Patricia Caicedo,Female,1969,0,singer,Colombia - Spain,3397
Francisco Estupinan Heredia,Male,1964,0,politician,Colombia,4986
Ronald Barrera,Male,1984,0,boxer,Colombia,3244
Alex Caceres (footballer),Male,1987,0,football,Colombia,2323
Anderson Cardona,Male,1988,0,player,Colombia,571
Augusto Castro,Male,1986,0,sport,Colombia,18580
Muriel Coneo,Female,1987,0,athletic,Colombia,8778
Leila Cobo,Female,0,0,journalist,Colombia,9321
Cristian Del Real,Male,1989,0,music,Colombia,3844
Ana Fagua,Female,1992,0,sport,Colombia,571
Digna Luz Murillo,Female,1981,0,athletic,Colombia,2523
Melisa Murillo,Female,1982,0,athletic,Colombia,1637
Serika Guluma,Female,1990,0,sport,Colombia,735
Alba Galindo,Female,1981,0,model,Colombia - US,42270
Ramon Fernando Garcia,Male,1972,0,sport,Colombia,1104
Jose Oliver Ruiz,Male,1974,0,weightlifter,Colombia,769
Alexander Brand,Male,1977,0,boxer,Colombia,79884
Nadia Granados,Female,1978,0,painter,Colombia,2463
Sebastian Marroquin,Male,1977,0,architect,Colombia,10946265
Jose Domingo Restrepo Uribe,Male,1852,1911,politician,Colombia,870
Consuelo Moure,Female,1947,2014,actor,Colombia,12394
Fernando Montano,Male,1985,0,choreographer,Colombia,31517
Jhonny Alberto Rios Torres,Male,1985,0,football,Colombia,1654
Alejandra Usquiano,Female,1993,0,archer,Colombia,1718
Diana Penuela,Female,1986,0,sport,Colombia,2673
Kevin Rios,Male,1993,0,sport,Colombia,2140
Simone Bruni,Male,1993,0,football,Colombia,1494
Jose Ignacio de Cavero y Cardenas,Male,1757,1834,lawyer,Mexico - Colombia,1208
Sergio Salazar,Male,1986,0,sport,Colombia,2335
Camila Zarate,Female,1987,0,actor,Colombia,74230
Juan Gonzalez (Colombian footballer),Male,1988,0,football,Colombia,575
Jorge Horacio Serna,Male,1979,0,football,Colombia,28668
Guillaume Gigliotti,Male,1989,0,football,France - Colombia,18592
Erick Daniel Herrera,Male,1989,0,player,Colombia,1178
Marcelo Rozo,Male,1989,0,golf,Colombia,4287
Jonathan Mendoza,Male,1990,0,football,Colombia - US,8588
Juan Nino,Male,1990,0,football,Colombia,7668
Catalina Pelaez,Female,1991,0,player,Colombia,3265
David Rojas Mena,Male,1992,0,football,Colombia,4000
David Diosa,Male,1992,0,football,Colombia,14721
Sara Lopez,Female,1995,0,archer,Colombia,65270
Laura Tovar Perez,Female,1996,0,player,Colombia,1469
Aniceto Molina,Male,1939,2015,singer,Colombia,167343
Fernando Jaramillo Paredes,Male,1951,2014,pianist,Colombia,10436
Jhon Gomez Restrepo,Male,1917,2014,business,Colombia,6719
Celmira Luzardo,Female,1952,2014,actor,Colombia,332390
Evelio Ramirez Martinez,Male,1926,2014,politician,Colombia,2114
Andres Juan,Male,1976,0,actor,Colombia,66559
Andres Pachon,Male,1977,0,journalist,Colombia,1761
Diana Angel,Female,1975,0,singer,Colombia,83353
John Jairo Angulo (futbolista ecuatoriano),Male,1989,0,football,Ecuador - Colombia,1316
Ilenia Antonini,Female,1999,0,actor,Colombia,38845
Niver Arango,Male,1991,0,football,Colombia,2922
Eder Arias,Male,1983,0,football,Colombia,4074
Jorge Enrique Arias,Male,1992,0,football,Colombia,36140
Andres Arroyave,Male,1990,2018,football,Colombia,12617
Aida Avella,Female,1949,0,politician,Colombia,52698
Raul Baca Carbo,Male,1931,2014,politician,Colombia - Ecuador,6646
Maicol Balanta,Male,1990,0,football,Colombia,13383
Duban Bayona,Male,1987,0,singer,Colombia,15066
Isaac Bolivar,Male,1991,0,sport,Colombia,3950
Adelaida Buscato,Female,1986,0,actor,Colombia,18375
Gerardo Calero,Male,1955,0,actor,Colombia,67354
Juan Sebastian Calero,Male,1983,0,actor,Colombia,224283
Alexis Camacho,Male,1990,0,sport,Colombia,3995
Leonardo Pico,Male,1991,0,football,Colombia,43327
Mateo Camacho,Male,1992,0,football,Colombia,866
Rafael Camerano,Male,0,2014,actor,Colombia,2856
Laura Victoria Campos Salazar,Female,1978,0,botanist,Colombia,1457
Cristian Canga,Male,1991,0,football,Colombia,4048
Alberto Casas Santamaria,Male,1944,0,politician,Colombia,52288
Yomaira Cohen,Female,1982,0,sport,Colombia,1273
Zulay Colmenares,Female,1981,0,sport,Colombia,395
Juan Carlos Coronel,Male,1965,0,composer,Colombia,46712
Freddy Cruz,Male,1955,0,singer,Colombia,4481
Benjamin Cuello,Male,1951,0,radio,Colombia,4798
John Cordoba,Male,1987,0,football,Colombia,6239
Charles Cordova,Male,1981,0,football,Colombia,453
Nelson Yamit Soledad,Male,1985,0,journalist,Colombia,434
Gerardo de Francisco,Male,1941,0,architect,Colombia,63012
Patrick Delmas,Male,1966,0,actor,Colombia,170872
Dionisio Velez,Male,1973,0,politician,Colombia,13391
Humberto Dorado,Male,1951,0,playwright,Colombia,41857
Sandra Eichler,Female,0,0,actor,Colombia,10435
Emmanuel Esparza,Male,1976,0,actor,Colombia - Spain,171961
Sebastian Perdomo,Male,1994,0,football,Colombia,2542
Carlos Calero,Male,1969,0,presenter,Colombia,47204
Cristian Fernandes,Male,1990,0,football,Colombia,8036
Alejandro Fernandez (racing driver),Male,1996,0,driver,Colombia,5322
Francisco Jose Lloreda,Male,1965,0,lawyer,Colombia,16824
Ana Esperanza Franco-Molano,Female,1963,0,botanist,Colombia,1955
Juan Pablo Franco,Male,1963,0,actor,Colombia,54326
Bayron Garces,Male,1993,0,football,Colombia,2032
Monica Franco,Female,1980,0,model,Colombia,21542
Camilo Duran Casas,Male,1955,2012,journalist,Colombia,3217
German Gonzalez Duque,Male,1993,0,football,Colombia,3006
Bernardo Duque,Male,1973,2013,presenter,Colombia,16149
Felipe Arias,Male,1971,0,journalist,Colombia,24927
Felipe Pelaez,Male,1976,0,singer,Venezuela - Colombia,165367
Victor Gonzalez Scott,Male,1963,0,football,Colombia,3120
Diego Gonzalez Marroquin,Male,1989,0,football,Colombia,1198
Luis Alfredo Gonzalez,Male,1983,0,football,Colombia,1778
Juan Carlos Guaza,Male,1980,0,football,Colombia,7494
Juan Sebastian Hernandez,Male,1994,0,football,Colombia,2668
Eddy Guerrero,Male,1989,0,sport,Colombia,1835
Juan Sebastian Herrera,Male,1994,0,football,Colombia,11996
Heidy Bermudez,Female,1981,0,actor,Colombia,68308
Luis Felipe Henao Cardona,Male,1979,0,politician,Colombia,22738
Andres Herrera,Male,1980,0,football,Colombia,8610
Alcira Gil,Female,1958,0,actor,Colombia,10943
Humberto Sierra Porto,Male,1966,0,lawyer,Colombia,14644
Jefferson Lerma,Male,1994,0,football,Colombia,362638
Wiunawis Hernandez,Female,1974,0,weightlifter,Colombia,353
Juan Carlos Arango,Male,1964,0,actor,Colombia,92131
Ana Maria Hoyos,Female,1973,0,model,Colombia,22468
Monica Jaramillo,Female,1984,0,journalist,Colombia,130985
Sofia Jaramillo,Female,1989,0,model,Colombia,69957
Claudio Catano,Male,1985,0,actor,Colombia,78360
Leonardo Barrero,Male,1960,0,militar,Colombia,6351
Junior Ischia,Male,1986,0,football,Colombia - Argentina,13365
Juan Sebastian Aragon,Male,1974,0,actor,Colombia,135661
Jefferson Martinez,Male,1993,0,football,Colombia,6177
Katherine Porto,Female,1977,0,actor,Colombia,145664
Jhon Jairo Lopez,Male,1968,0,football,Colombia,5430
Juan Camilo Martinez,Male,1990,0,football,Colombia,4252
Luis Bedoya,Male,1959,0,football,Colombia,26586
Jaime Rueda,Male,1956,1992,killer,Colombia,46590
Jairo Martinez,Male,1955,0,manager,Colombia,30961
Balbino Jaramillo,Male,1951,2013,sport,Colombia,1549
Maia Landaburu,Female,1977,0,actor,Colombia,10225
Jessenia Meneses,Female,1995,0,sport,Colombia,1953
Julio Cesar Londono,Male,1953,0,writer,Colombia,9905
Beto Zabaleta,Male,1957,0,singer,Colombia,40088
Mauricio Silva Guzman,Male,1968,0,journalist,Colombia,6071
Juan Camilo Londono,Male,1983,0,basket,Colombia,1130
Ramiro Meneses,Male,1961,0,actor,Colombia,115369
Luz Helena Sarmiento Villamizar,Female,1972,0,politician,Colombia,7294
Alfredo Morelos,Male,1996,0,football,Colombia,590597
Yairo Moreno,Male,1995,0,football,Colombia,29240
Yonatan Murillo,Male,1992,0,football,Colombia,20235
Karoll Marquez,Male,1984,0,singer,Colombia,87142
Armando Neira,Male,1961,0,journalist,Colombia,1366
Manuel Jose Chaves,Male,1981,0,actor,Colombia,5440
Olga Suarez Mira,Female,1965,0,lawyer,Colombia,7654
Maria Elvira Samper,Female,1947,0,journalist,Colombia,16520
Mayra Vitoviz,Female,1989,0,model,Colombia,8781
Jonathan Palacios,Male,1991,0,football,Colombia,5517
Hernan Pacheco,Male,1967,0,football,Colombia,4364
Andres Parra (cantante),Male,1992,0,singer,Colombia,117077
Mauricio Mejia (actor colombiano),Male,1974,0,actor,Colombia,121490
Mike Feast,Male,1988,0,producer,Colombia,363
Juan Guillermo Pedroza,Male,1993,0,football,Colombia,2969
Jonathan Millan,Male,1988,0,sport,Colombia,2040
Raul Penaranda,Male,1991,0,football,Colombia,4733
Viviana Moraes Barreto,Female,1982,0,sport,Colombia,554
Karina del Pozo,Female,1993,2013,model,Ecuador - Colombia,43734
Belkys Mota,Female,1982,0,sport,Colombia,1544
Haydee Ramirez,Female,1962,0,actor,Colombia,31342
Monica Gomez,Female,1980,0,actor,Colombia,55439
Jose Gabriel Ortiz,Male,1954,0,politician,Colombia,21239
Jorge Rincon,Male,1991,0,football,Colombia,433
Martha Pabon,Female,1958,0,actor,Colombia,22487
Jaider Riquett,Male,1990,0,football,Colombia,3230
Juan Pablo Posada,Male,1979,0,actor,Colombia,35324
Oscar Eduardo Velazco,Male,1985,0,football,Colombia - Argentina,5139
Santiago Rojas Arroyo,Male,1967,0,lawyer,Colombia,18967
Yorman Saavedra,Male,1993,0,football,Colombia,511
Nikolas Rincon,Male,1977,0,actor,Colombia,29142
Luis Alejandro Paz,Male,1988,0,football,Colombia,7522
Yuclesy Pinto,Female,1981,0,sport,Colombia,508
Rolando Ochoa,Male,1977,0,music,Colombia,41834
Roberto Pombo,Male,1956,0,journalist,Colombia,14808
Rodolfo Palomino,Male,1957,0,officer,Colombia,68860
Rodrigo Pardo Garcia-Pena,Male,1953,0,journalist,Colombia,16647
Jaime Uribe-Melendez,Male,1960,0,botanist,Colombia - Spain,1115
Morre Romero,Male,1955,0,music,Colombia,15366
Margarita Reyes,Female,1986,0,actor,Colombia,99636
Alejandro Penaranda,Male,1993,2018,football,Colombia,148041
Carlos Rivas (footballer born 1994),Male,1994,0,football,Colombia,133540
Guillermo Vives,Male,1963,0,actor,Colombia,35259
Mauricio Rodallega,Male,1989,0,football,Colombia,1876
Carlos Ariel Sanchez,Male,1957,0,lawyer,Colombia,14622
Silvio Brito,Male,1953,0,singer,Colombia,35184
Luis Erney Vasquez,Male,1996,0,football,Colombia,12314
Harold Trompetero,Male,1971,0,film,Colombia,21652
Vanessa de la Torre,Female,1978,0,news presenter,Colombia,103357
Yalena Jacome,Female,1974,0,journalist,Colombia,29777
Diego Giancarlo Umana,Male,1982,0,football,Colombia,1547
Omar Valdes,Male,1985,0,football,Colombia,916
Mauricio Zuluaga Ruiz,Male,1950,0,politician,Colombia,1005
Jackson Valoy,Male,1989,0,football,Colombia,1789
Jenny Vargas,Female,1981,0,actor,Colombia,25004
Alvaro Aldana,Male,1985,0,journalist,Colombia,2684
Deinner Quinonez,Male,1995,0,football,Colombia,7219
Enrique Gomez Hurtado,Male,1927,2019,lawyer,Colombia,12714
Farid Ortiz,Male,1954,0,artist,Colombia,62875
Miguel Angel Bastenier,Male,1940,2017,journalist,Spain - Colombia,15929
Antonio Jose Caballero,Male,1945,2013,journalist,Colombia,10298
Erika Krum,Female,1932,2013,actor,Colombia,8054
Mingo Martinez,Male,1927,2013,actor,Colombia,2786
Jorge Olave,Male,1953,2013,sculptor,Colombia,2675
Luis Alberto Rubio,Male,1929,2013,football,Colombia,3011
Jose Salgar,Male,1921,2013,journalist,Colombia,2091
Karina Laverde,Female,1930,2012,actor,Colombia - Chile,11382
Mario Upegui Hurtado,Male,1938,2012,politician,Colombia,2205
Natalia Velez,Female,1985,0,model,Colombia,13068
Hugo Alberto Torres Marin,Male,1960,0,priest,Colombia,4439
Humberto Uscategui,Male,0,0,criminal,Colombia,127
Humberto De la Calle,Male,1946,0,lawyer,Colombia,395510
Eduardo Lara,Male,1959,0,football,Colombia,64863
Hector Abad Faciolince,Male,1950,0,novelist,Colombia - Spain,343542
Hector Cubillos Pena,Male,1949,0,priest,Colombia,456
Hector Epalza Quintero,Male,1940,2021,priest,Colombia,323
Hector Javier Pizarro Acevedo,Male,1951,0,priest,Colombia,1718
Hector Julio Lopez Hurtado,Male,1941,0,priest,Colombia,1467
Hector Luis Gutierrez Pabon,Male,1937,0,priest,Colombia,7405
Oscar Cortes (footballer),Male,1968,0,football,Colombia,12165
Lorna Cepeda,Female,1970,0,actor,Colombia,392932
Edward Diaz,Male,1994,0,sport,Colombia,2424
Carlos Andres Rivas,Male,1991,0,football,Colombia,26902
Ana Maria Rey,Female,1976,0,physicist,Colombia,19212
Maritza Arango Buitrago,Female,1978,0,athletic,Colombia,1701
Herly Alcazar,Male,1976,0,football,Colombia,19828
Elsy del Pilar Cuello,Female,1959,0,judge,Colombia,1045
Jose Miguel Gomez Rodriguez,Male,1961,0,priest,Colombia,1161
Ancizar Castrillon,Male,1953,0,composer,Colombia,3670
Jose Soleibe Arbelaez,Male,1938,0,priest,Colombia,371
Alfonso Cano Isaza,Male,1927,2009,journalist,Colombia,3964
Andres Correa,Male,1994,0,football,Colombia,29285
Aurelio Martinez Mutis,Male,1884,1954,writer,Colombia,8726
Avelino Saldarriaga Gaviria,Male,1858,1928,physician,Colombia,2716
Jose Luis Serna Alzate,Male,1936,2014,priest,Colombia,4028
Beatriz Mora,Female,1976,0,singer,Colombia,3410
Boris Polo Mosquera,Male,1991,0,football,Colombia,2140
Brayan Angulo Mosquera,Male,1993,0,football,Colombia,45317
Carlos Cordovez Borja,Male,1888,1972,business,Colombia,4841
Carlos Holmes Trujillo,Male,1951,2021,lawyer,Colombia,77868
Carlos Manuel Vesga,Male,1976,0,actor,Colombia,69063
David Palmer (cantante),Male,1989,0,singer,Colombia,4734
Douglas Moya,Male,1951,0,physicist,Ecuador - Colombia,8264
Dragonfly (cantante),Female,1981,0,singer,Colombia,4445
Enrique Diaz Tovar,Male,1945,2014,composer,Colombia,17265
Enrique Forero,Male,1942,0,botanist,Colombia,2749
Graciliano Arcila Velez,Male,1912,2003,archaeologist,Colombia,2346
Luis Carlos Garcia,Male,1917,2000,singer,Colombia,2074
Luis H. Fajardo,Male,1932,1979,sociologist,Colombia,1759
Tito Cortes,Male,1929,1998,singer,Colombia,21572
Cesar Villegas,Male,1992,0,sport,Colombia,666
Princesa Oliveros,Female,1975,0,athletic,Colombia,2716
Alexis Zapata,Male,1995,0,football,Colombia,123592
Alfonso Fuenmayor,Male,1917,1994,journalist,Colombia,4598
Alfonso Munoz,Male,1931,0,sport,Colombia,828
Milton Rodriguez,Male,1976,0,football,Colombia - South Korea,25967
Blanca Uribe,Female,1940,0,pianist,Colombia,5208
Carlos Urrutia Valenzuela,Male,1949,0,lawyer,Colombia,6322
Emilio de Brigard Ortiz,Male,1888,1986,priest,Colombia,1079
Cesar Pachon,Male,1983,0,leader,Colombia,8548
Darwin Pantoja,Male,1990,0,sport,Colombia,2214
Constanza Hernandez,Female,1974,0,actor,Colombia,18069
Ernesto Lopera,Male,1939,0,football,Colombia,317
Dario Morales,Male,1944,1988,painter,Colombia,19539
Dario Rojas (pintor),Male,1952,0,painter,Colombia,1653
Juan Pablo Rodriguez Barragan,Male,1959,0,army,Colombia,27683
Eddy Armando Rodriguez,Male,1942,0,actor,Colombia,2691
Eleazar Mejia,Male,1892,1941,physician,Colombia,451
Elvis Mosquera,Male,1991,0,football,Colombia,8103
Erwin Heinzelmann,Male,1946,1980,cartoonist,Colombia,2104
Eudoro Galarza Ossa,Male,1895,1938,journalist,Colombia,3895
Eva Rey,Female,0,0,presenter,Spain - Colombia,52962
Fabio Rodriguez (futbolista),Male,1985,0,football,Colombia,5881
Felipe Lopez Caballero,Male,1947,0,journalist,Colombia,29367
Fernell Franco,Male,1942,2006,photographer,Colombia,8395
Juan Pablo Nieto,Male,1993,0,football,Colombia,44565
Frank Ramirez,Male,1939,2015,actor,Colombia,88674
German Anzola Montero,Male,0,0,biologist,Colombia,1817
Guillermo Celis,Male,1993,0,football,Colombia,194073
Guillermo Plazas Alcid,Male,1936,0,politician,Colombia,8421
Gustavo Gomez Ardila,Male,1913,2006,composer,Colombia,3344
Gustavo Yepes,Male,1945,0,conductor,Colombia,3485
Hernan Henao Delgado,Male,1945,1999,anthropologist,Colombia,1802
Hernan Zuniga,Male,1948,0,painter,Colombia,2437
